Between	 Other
#	 NN
UAAmazing	 VB
http://ow.ly/UTVbz	 Other
Lunch	 NN
at	 Other
the	 Other
Varsity	 NN
Sports	 NN
Grill	 NN
at	 Other
the	 Other
@AlaskaAir	 NN
Arena	 NN
is	 VB
#	 Other
uaamazing	 VB
.	 Other
Go	 VB
Seawolves	 NN
!	 Other
#	 Other
alaska	 NN
Huge	 JJ
congratulations	 NN
Glenna	 NN
Muncy	 NN
!	 Other
Way	 NN
to	 Other
represent	 VB
the	 Other
green	 NN
and	 Other
gold	 NN
.	 Other
We	 NN
always	 RB
knew	 VB
you	 NN
were	 VB
#	 Other
UAAmazing	 VB
!	 Other
Collaborative	 JJ
meeting	 NN
this	 Other
morning	 NN
to	 Other
discuss	 VB
Spring	 JJ
events	 NN
!	 Other
#	 Other
uaamazing	 VB
UAA	 NN
:	 Other
@HilaryCorna	 NN
at	 Other
@uaanchorage	 NN
.	 Other
#	 Other
dareyourself	 NN
#	 NN
uaamazing	 NN
#	 NN
uaaphotos	 JJ
Finding	 NN
things	 NN
to	 Other
do	 VB
to	 Other
beat	 VB
the	 Other
winter	 NN
blues	 NN
,	 Other
on	 Other
my	 JJ
dorm	 NN
roof	 NN
chillin	 NN
w	 Other
a	 Other
J.	 NN
#	 NN
uaamazing	 VB
Finally	 RB
finishing	 VB
an	 Other
essay	 NN
that	 JJ
has	 VB
been	 VB
stressing	 VB
you	 NN
out	 Other
for	 Other
the	 Other
past	 JJ
2	 Other
weeks	 NN
is	 VB
one	 Other
of	 Other
the	 Other
best	 JJ
feelings	 NN
.	 Other
#	 NN
uaamazing	 VB
Me	 NN
tryna	 JJ
finish	 NN
this	 Other
5	 Other
page	 NN
essay	 NN
,	 Other
and	 Other
5	 Other
pages	 NN
is	 VB
n't	 RB
even	 RB
a	 Other
lot	 NN
in	 Other
college	 NN
.	 Other
#	 Other
uaamazing	 NN
#	 NN
collegelife	 NN
@demrys	 NN
killing	 VB
it	 NN
.	 Other
#	 Other
UAAmazing	 VB
@seawolfdebate	 NN
@uaaphotos	 NN
(	 Other
at	 Other
UAA/APU	 NN
Consortium	 NN
Library)s	 NN
Full	 JJ
house	 NN
!	 Other
120	 Other
people	 NN
and	 Other
they	 NN
keep	 VB
coming	 VB
in	 RB
.	 Other
#	 NN
UAAmazing	 VB
Live	 JJ
stream	 NN
is	 VB
up	 Other
!	 Other
Join	 VB
us	 NN
for	 Other
a	 Other
public	 JJ
debate	 NN
at	 Other
7	 Other
PM.	 NN
#	 NN
uaamazing	 VB
http://m.ustream.tv/channel/exhibition	 NN
-	 Other
debates	 NN
Regram	 NN
from	 Other
the	 Other
@akaircenter	 NN
.	 Other
Stunning	 VB
sunset	 NN
.	 Other
#	 Other
UAAmazing	 NN
#	 NN
campusview	 NN
#	 NN
ohwhataview	 VB
https://instagram.com/p/-AdkZzNYW-/	 Other
I	 NN
finished	 VB
my	 JJ
only	 JJ
college	 NN
application	 NN
and	 Other
it	 NN
took	 VB
me	 NN
like	 Other
20	 Other
minutes	 NN
.	 Other
#	 Other
UAAmazing	 NN
#	 NN
Bless	 NN
Not	 RB
looking	 VB
forward	 RB
to	 Other
the	 Other
3	 Other
night	 NN
classes	 NN
I	 NN
have	 VB
next	 JJ
semester	 NN
from	 Other
5:30	 Other
-	 Other
9:30	 Other
#	 NN
uaamazing	 VB
hands	 NN
down	 RB
Prof	 NN
.	 Other
Trotter	 NN
is	 VB
my	 JJ
favorite	 JJ
prof	 NN
right	 RB
now	 RB
!	 Other
boom	 NN
#	 NN
100	 Other
#	 NN
uaamazing	 NN
#	 NN
studentlife	 NN
When	 RB
you	 NN
spill	 VB
all	 JJ
the	 Other
daphnia	 NN
in	 Other
your	 JJ
bio	 JJ
lab	 NN
#	 NN
uaamazing	 VB
Well	 Other
...	 Other
it	 NN
took	 VB
me	 NN
about	 Other
20	 Other
mins	 NN
but	 Other
I	 NN
managed	 VB
to	 Other
get	 VB
an	 Other
almost	 RB
halfway	 NN
decent	 JJ
parking	 NN
spot	 NN
at	 Other
the	 Other
UAA	 NN
library	 NN
.	 Other
#	 Other
UAAmazing	 VB
Read	 NN
about	 RB
#	 Other
UAA	 NN
student	 NN
Kyle	 NN
Worl	 NN
's	 Other
Second	 NN
Bridge	 NN
project	 NN
in	 Other
Chevak	 NN
,	 Other
AK.	 NN
http://ow.ly/UrHyA	 Other
#	 NN
UAAmazing	 VB
APD	 NN
:	 Other
Closes	 NN
roads	 NN
.	 Other
ASD	 NN
:	 Other
Cancels	 NN
school	 NN
.	 Other
APU	 NN
:	 Other
Cancels	 NN
campus	 NN
classes	 NN
.	 Other
UAA	 NN
:	 Other
Lol	 NN
.	 Other
You	 NN
be	 VB
aiight	 VB
.	 Other
Put	 VB
on	 Other
a	 Other
hat	 NN
and	 Other
get	 VB
over	 Other
here	 RB
.	 Other
#	 Other
uaamazing	 VB
When	 RB
ASD	 NN
and	 Other
APU	 NN
cancel	 VB
their	 JJ
classes	 NN
for	 Other
today	 NN
but	 Other
UAA	 NN
does	 VB
n't	 RB
.	 Other
#	 Other
uaamazing	 VB
Service	 NN
High	 NN
seniors	 NN
at	 Other
the	 Other
UAA	 NN
Preview	 NN
Day	 NN
event	 NN
today	 NN
.	 Other
#	 Other
DAB	 NN
#	 NN
UAAmazing	 NN
#	 NN
907	 Other
#	 NN
ServiceHighSchool	 NN
#	 NN
ClassOf2016	 NN
